Provincias;Tasas;Periodo;Total
37 Salamanca;Tasa de paro de la población;2009T4;13.83
37 Salamanca;Tasa de paro de la población;2010T4;15.65
37 Salamanca;Tasa de paro de la población;2011T4;17.05
37 Salamanca;Tasa de paro de la población;2012T4;21.7
37 Salamanca;Tasa de paro de la población;2013T4;23.08
37 Salamanca;Tasa de paro de la población;2014T4;20.6
37 Salamanca;Tasa de paro de la población;2015T4;19.36
37 Salamanca;Tasa de paro de la población;2016T4;18.13
38 Santa Cruz de Tenerife;Tasa de paro de la población;2004T4;8.25
38 Santa Cruz de Tenerife;Tasa de paro de la población;2005T4;9.39
38 Santa Cruz de Tenerife;Tasa de paro de la población;2006T4;10.84
38 Santa Cruz de Tenerife;Tasa de paro de la población;2007T4;9.59
38 Santa Cruz de Tenerife;Tasa de paro de la población;2008T4;19.65
38 Santa Cruz de Tenerife;Tasa de paro de la población;2009T4;24.28
38 Santa Cruz de Tenerife;Tasa de paro de la población;2010T4;26.14
38 Santa Cruz de Tenerife;Tasa de paro de la población;2011T4;29.46
38 Santa Cruz de Tenerife;Tasa de paro de la población;2012T4;31.93
38 Santa Cruz de Tenerife;Tasa de paro de la población;2013T4;33.01
38 Santa Cruz de Tenerife;Tasa de paro de la población;2014T4;30.72
38 Santa Cruz de Tenerife;Tasa de paro de la población;2015T4;29.58
38 Santa Cruz de Tenerife;Tasa de paro de la población;2016T4;28.43
40 Segovia;Tasa de paro de la población;2004T4;4.0
40 Segovia;Tasa de paro de la población;2005T4;5.1
40 Segovia;Tasa de paro de la población;2006T4;6.15
40 Segovia;Tasa de paro de la población;2007T4;6.11
40 Segovia;Tasa de paro de la población;2008T4;10.11
40 Segovia;Tasa de paro de la población;2009T4;9.88
40 Segovia;Tasa de paro de la población;2010T4;10.94
40 Segovia;Tasa de paro de la población;2011T4;15.72
40 Segovia;Tasa de paro de la población;2012T4;20.36
40 Segovia;Tasa de paro de la población;2013T4;17.52
40 Segovia;Tasa de paro de la población;2014T4;15.33
40 Segovia;Tasa de paro de la población;2015T4;14.23
40 Segovia;Tasa de paro de la población;2016T4;13.13
41 Sevilla;Tasa de paro de la población;2004T4;11.5
41 Sevilla;Tasa de paro de la población;2005T4;13.22
41 Sevilla;Tasa de paro de la población;2006T4;12.91
41 Sevilla;Tasa de paro de la población;2007T4;13.22
41 Sevilla;Tasa de paro de la población;2008T4;19.72
41 Sevilla;Tasa de paro de la población;2009T4;25.29
41 Sevilla;Tasa de paro de la población;2010T4;24.6
41 Sevilla;Tasa de paro de la población;2011T4;28.5
41 Sevilla;Tasa de paro de la población;2012T4;32.56
41 Sevilla;Tasa de paro de la población;2013T4;34.9
41 Sevilla;Tasa de paro de la población;2014T4;31.47
41 Sevilla;Tasa de paro de la población;2015T4;29.75
41 Sevilla;Tasa de paro de la población;2016T4;28.03
42 Soria;Tasa de paro de la población;2004T4;3.57
42 Soria;Tasa de paro de la población;2005T4;4.09
42 Soria;Tasa de paro de la población;2006T4;5.46
42 Soria;Tasa de paro de la población;2007T4;3.96
42 Soria;Tasa de paro de la población;2008T4;5.4
42 Soria;Tasa de paro de la población;2009T4;12.1
42 Soria;Tasa de paro de la población;2010T4;13.32
42 Soria;Tasa de paro de la población;2011T4;12.9
42 Soria;Tasa de paro de la población;2012T4;15.65
42 Soria;Tasa de paro de la población;2013T4;16.45
42 Soria;Tasa de paro de la población;2014T4;15.41
42 Soria;Tasa de paro de la población;2015T4;14.88
42 Soria;Tasa de paro de la población;2016T4;14.36
43 Tarragona;Tasa de paro de la población;2004T4;6.09
43 Tarragona;Tasa de paro de la población;2005T4;7.32
43 Tarragona;Tasa de paro de la población;2006T4;6.43
43 Tarragona;Tasa de paro de la población;2007T4;7.13
43 Tarragona;Tasa de paro de la población;2008T4;13.73
43 Tarragona;Tasa de paro de la población;2009T4;17.62
43 Tarragona;Tasa de paro de la población;2010T4;19.66
43 Tarragona;Tasa de paro de la población;2011T4;21.81
43 Tarragona;Tasa de paro de la población;2012T4;25.63
43 Tarragona;Tasa de paro de la población;2013T4;27.03
43 Tarragona;Tasa de paro de la población;2014T4;24.57
43 Tarragona;Tasa de paro de la población;2015T4;23.34
43 Tarragona;Tasa de paro de la población;2016T4;22.12
44 Teruel;Tasa de paro de la población;2004T4;4.33
44 Teruel;Tasa de paro de la población;2005T4;5.38
44 Teruel;Tasa de paro de la población;2006T4;2.93
44 Teruel;Tasa de paro de la población;2007T4;4.37
44 Teruel;Tasa de paro de la población;2008T4;7.67
44 Teruel;Tasa de paro de la población;2009T4;8.57
44 Teruel;Tasa de paro de la población;2010T4;13.51
44 Teruel;Tasa de paro de la población;2011T4;14.81
44 Teruel;Tasa de paro de la población;2012T4;15.46
44 Teruel;Tasa de paro de la población;2013T4;19.83
44 Teruel;Tasa de paro de la población;2014T4;17.72
44 Teruel;Tasa de paro de la población;2015T4;16.67
44 Teruel;Tasa de paro de la población;2016T4;15.62
45 Toledo;Tasa de paro de la población;2004T4;7.72
45 Toledo;Tasa de paro de la población;2005T4;9.34
45 Toledo;Tasa de paro de la población;2006T4;7.35
45 Toledo;Tasa de paro de la población;2007T4;7.68
45 Toledo;Tasa de paro de la población;2008T4;15.57
45 Toledo;Tasa de paro de la población;2009T4;19.13
45 Toledo;Tasa de paro de la población;2010T4;22.34
45 Toledo;Tasa de paro de la población;2011T4;24.74
45 Toledo;Tasa de paro de la población;2012T4;30.6
45 Toledo;Tasa de paro de la población;2013T4;32.03
45 Toledo;Tasa de paro de la población;2014T4;28.8
45 Toledo;Tasa de paro de la población;2015T4;27.18
45 Toledo;Tasa de paro de la población;2016T4;25.57
46 Valencia/València;Tasa de paro de la población;2004T4;6.24
46 Valencia/València;Tasa de paro de la población;2005T4;7.03
46 Valencia/València;Tasa de paro de la población;2006T4;7.63
46 Valencia/València;Tasa de paro de la población;2007T4;8.0
46 Valencia/València;Tasa de paro de la población;2008T4;14.03
46 Valencia/València;Tasa de paro de la población;2009T4;21.89
46 Valencia/València;Tasa de paro de la población;2010T4;21.31
46 Valencia/València;Tasa de paro de la población;2011T4;24.46
46 Valencia/València;Tasa de paro de la población;2012T4;27.86
46 Valencia/València;Tasa de paro de la población;2013T4;26.06
46 Valencia/València;Tasa de paro de la población;2014T4;24.48
46 Valencia/València;Tasa de paro de la población;2015T4;23.68
46 Valencia/València;Tasa de paro de la población;2016T4;22.89
47 Valladolid;Tasa de paro de la población;2004T4;6.77
47 Valladolid;Tasa de paro de la población;2005T4;8.07
47 Valladolid;Tasa de paro de la población;2006T4;7.9
47 Valladolid;Tasa de paro de la población;2007T4;7.15
47 Valladolid;Tasa de paro de la población;2008T4;9.65
47 Valladolid;Tasa de paro de la población;2009T4;13.46
47 Valladolid;Tasa de paro de la población;2010T4;14.57
47 Valladolid;Tasa de paro de la población;2011T4;17.52
47 Valladolid;Tasa de paro de la población;2012T4;19.79
47 Valladolid;Tasa de paro de la población;2013T4;22.38
47 Valladolid;Tasa de paro de la población;2014T4;19.78
47 Valladolid;Tasa de paro de la población;2015T4;18.48
47 Valladolid;Tasa de paro de la población;2016T4;17.17
49 Zamora;Tasa de paro de la población;2004T4;9.22
49 Zamora;Tasa de paro de la población;2005T4;10.62
49 Zamora;Tasa de paro de la población;2006T4;8.89
49 Zamora;Tasa de paro de la población;2007T4;8.06
49 Zamora;Tasa de paro de la población;2008T4;11.0
49 Zamora;Tasa de paro de la población;2009T4;14.58
49 Zamora;Tasa de paro de la población;2010T4;17.24
49 Zamora;Tasa de paro de la población;2011T4;17.56
49 Zamora;Tasa de paro de la población;2012T4;25.25
49 Zamora;Tasa de paro de la población;2013T4;25.64
49 Zamora;Tasa de paro de la población;2014T4;22.84
49 Zamora;Tasa de paro de la población;2015T4;21.44
49 Zamora;Tasa de paro de la población;2016T4;20.04
50 Zaragoza;Tasa de paro de la población;2004T4;4.88
50 Zaragoza;Tasa de paro de la población;2005T4;5.49
50 Zaragoza;Tasa de paro de la población;2006T4;5.26
50 Zaragoza;Tasa de paro de la población;2007T4;5.29
50 Zaragoza;Tasa de paro de la población;2008T4;10.54
50 Zaragoza;Tasa de paro de la población;2009T4;14.43
50 Zaragoza;Tasa de paro de la población;2010T4;17.18
50 Zaragoza;Tasa de paro de la población;2011T4;17.77
50 Zaragoza;Tasa de paro de la población;2012T4;19.86
50 Zaragoza;Tasa de paro de la población;2013T4;20.83
50 Zaragoza;Tasa de paro de la población;2014T4;19.61
50 Zaragoza;Tasa de paro de la población;2015T4;19.0
50 Zaragoza;Tasa de paro de la población;2016T4;18.4
51 Ceuta;Tasa de paro de la población;2004T4;15.58
51 Ceuta;Tasa de paro de la población;2005T4;17.58
51 Ceuta;Tasa de paro de la población;2006T4;14.16
51 Ceuta;Tasa de paro de la población;2007T4;19.15
51 Ceuta;Tasa de paro de la población;2008T4;16.32
51 Ceuta;Tasa de paro de la población;2009T4;24.57
51 Ceuta;Tasa de paro de la población;2010T4;24.82
51 Ceuta;Tasa de paro de la población;2011T4;29.16
51 Ceuta;Tasa de paro de la población;2012T4;37.84
51 Ceuta;Tasa de paro de la población;2013T4;36.82
51 Ceuta;Tasa de paro de la población;2014T4;32.82
51 Ceuta;Tasa de paro de la población;2015T4;30.82
51 Ceuta;Tasa de paro de la población;2016T4;28.82
52 Melilla;Tasa de paro de la población;2004T4;10.28
52 Melilla;Tasa de paro de la población;2005T4;11.83
52 Melilla;Tasa de paro de la población;2006T4;9.73
52 Melilla;Tasa de paro de la población;2007T4;17.52
52 Melilla;Tasa de paro de la población;2008T4;16.87
52 Melilla;Tasa de paro de la población;2009T4;21.68
52 Melilla;Tasa de paro de la población;2010T4;26.06
52 Melilla;Tasa de paro de la población;2011T4;28.13
52 Melilla;Tasa de paro de la población;2012T4;28.31
52 Melilla;Tasa de paro de la población;2013T4;35.36
52 Melilla;Tasa de paro de la población;2014T4;32.26
52 Melilla;Tasa de paro de la población;2015T4;30.71
52 Melilla;Tasa de paro de la población;2016T4;29.16
